UGY;VOF;u/u_av;Points:0;Points:1;Points:2
-0.00014398;1;-0.0021489;0.0782;0.0012042;0
-0.0001447;1;-0.0021597;0.0782;0.0012069;0
-0.00014542;1;-0.0021705;0.0782;0.0012096;0
-0.00014615;1;-0.0021813;0.0782;0.0012123;0
-0.00014687;1;-0.0021921;0.0782;0.001215;0
-0.00014759;1;-0.0022029;0.0782;0.0012177;0
-0.00014831;1;-0.0022137;0.0782;0.0012204;0
-0.00014904;1;-0.0022245;0.0782;0.0012231;0
-0.00014976;1;-0.0022353;0.0782;0.0012258;0
-0.00015048;1;-0.0022461;0.0782;0.0012285;0
-0.00015121;1;-0.0022569;0.0782;0.0012312;0
-0.00015193;1;-0.0022676;0.0782;0.0012339;0
-0.00015265;1;-0.0022784;0.0782;0.0012366;0
-0.00015338;1;-0.0022892;0.0782;0.0012393;0
-0.0001541;1;-0.0023;0.0782;0.001242;0
-0.00015482;1;-0.0023108;0.0782;0.0012447;0
-0.00015555;1;-0.0023216;0.0782;0.0012474;0
-0.00015627;1;-0.0023324;0.0782;0.0012501;0
-0.00015699;1;-0.0023432;0.0782;0.0012528;0
-0.00015772;1;-0.002354;0.0782;0.0012555;0
-0.00015844;1;-0.0023648;0.0782;0.0012582;0
-0.00015916;1;-0.0023756;0.0782;0.0012609;0
-0.00015989;1;-0.0023864;0.0782;0.0012636;0
-0.00016061;1;-0.0023972;0.0782;0.0012663;0
-0.00016133;1;-0.002408;0.0782;0.001269;0
-0.00016205;1;-0.0024187;0.0782;0.0012717;0
-0.00016278;1;-0.0024295;0.0782;0.0012744;0
-0.0001635;1;-0.0024403;0.0782;0.0012771;0
-0.00016422;1;-0.0024511;0.0782;0.0012798;0
-0.00016495;1;-0.0024619;0.0782;0.0012825;0
-0.00016567;1;-0.0024727;0.0782;0.0012852;0
-0.00016639;1;-0.0024835;0.0782;0.0012879;0
-0.00016712;1;-0.0024943;0.0782;0.0012906;0
-0.00016784;1;-0.0025051;0.0782;0.0012933;0
-0.00016856;1;-0.0025159;0.0782;0.001296;0
-0.00016929;1;-0.0025267;0.0782;0.0012987;0
-0.00017001;1;-0.0025375;0.0782;0.0013014;0
-0.00017073;1;-0.0025483;0.0782;0.0013041;0
-0.00017146;1;-0.0025591;0.0782;0.0013068;0
-0.00017218;1;-0.0025699;0.0782;0.0013095;0
-0.0001729;1;-0.0025806;0.0782;0.0013122;0
-0.00017362;1;-0.0025914;0.0782;0.0013149;0
-0.00017435;1;-0.0026022;0.0782;0.0013176;0
-0.00017507;1;-0.002613;0.0782;0.0013203;0
-0.00017579;1;-0.0026238;0.0782;0.001323;0
-0.00017652;1;-0.0026346;0.0782;0.0013257;0
-0.00017724;1;-0.0026454;0.0782;0.0013284;0
-0.00017796;1;-0.0026562;0.0782;0.0013311;0
-0.0001787;1;-0.0026672;0.0782;0.0013338;0
-0.0001795;1;-0.0026792;0.0782;0.0013365;0
-0.00018031;1;-0.0026912;0.0782;0.0013392;0
-0.00018111;1;-0.0027032;0.0782;0.0013419;0
-0.00018191;1;-0.0027152;0.0782;0.0013446;0
-0.00018272;1;-0.0027272;0.0782;0.0013473;0
-0.00018352;1;-0.0027391;0.0782;0.00135;0
-0.00018432;1;-0.0027511;0.0782;0.0013527;0
-0.00018513;1;-0.0027631;0.0782;0.0013554;0
-0.00018593;1;-0.0027751;0.0782;0.0013581;0
-0.00018674;1;-0.0027871;0.0782;0.0013608;0
-0.00018754;1;-0.0027991;0.0782;0.0013635;0
-0.00018834;1;-0.0028111;0.0782;0.0013662;0
-0.00018915;1;-0.0028231;0.0782;0.0013689;0
-0.00018995;1;-0.0028351;0.0782;0.0013716;0
-0.00019075;1;-0.0028471;0.0782;0.0013743;0
-0.00019156;1;-0.0028591;0.0782;0.001377;0
-0.00019236;1;-0.0028711;0.0782;0.0013797;0
-0.00019317;1;-0.0028831;0.0782;0.0013824;0
-0.00019397;1;-0.0028951;0.0782;0.0013851;0
-0.00019477;1;-0.0029071;0.0782;0.0013878;0
-0.00019558;1;-0.0029191;0.0782;0.0013905;0
-0.00019638;1;-0.0029311;0.0782;0.0013932;0
-0.00019718;1;-0.0029431;0.0782;0.0013959;0
-0.00019799;1;-0.0029551;0.0782;0.0013986;0
-0.00019879;1;-0.0029671;0.0782;0.0014013;0
-0.0001996;1;-0.0029791;0.0782;0.001404;0
-0.0002004;1;-0.0029911;0.0782;0.0014067;0
-0.0002012;1;-0.0030031;0.0782;0.0014094;0
-0.00020201;1;-0.0030151;0.0782;0.0014121;0
-0.00020281;1;-0.0030271;0.0782;0.0014148;0
-0.00020361;1;-0.003039;0.0782;0.0014175;0
-0.00020442;1;-0.003051;0.0782;0.0014202;0
-0.00020522;1;-0.003063;0.0782;0.0014229;0
-0.00020603;1;-0.003075;0.0782;0.0014256;0
-0.00020683;1;-0.003087;0.0782;0.0014283;0
-0.00020763;1;-0.003099;0.0782;0.001431;0
-0.00020844;1;-0.003111;0.0782;0.0014337;0
-0.00020924;1;-0.003123;0.0782;0.0014364;0
-0.00021004;1;-0.003135;0.0782;0.0014391;0
-0.00021085;1;-0.003147;0.0782;0.0014418;0
-0.00021165;1;-0.003159;0.0782;0.0014445;0
-0.00021246;1;-0.003171;0.0782;0.0014472;0
-0.00021326;1;-0.003183;0.0782;0.0014499;0
-0.00021406;1;-0.003195;0.0782;0.0014526;0
-0.00021487;1;-0.003207;0.0782;0.0014553;0
-0.00021567;1;-0.003219;0.0782;0.001458;0
-0.00021647;1;-0.003231;0.0782;0.0014607;0
-0.00021728;1;-0.003243;0.0782;0.0014634;0
-0.00021808;1;-0.003255;0.0782;0.0014661;0
-0.00021895;1;-0.0032679;0.0782;0.0014688;0
-0.00021984;1;-0.0032812;0.0782;0.0014715;0
-0.00022073;1;-0.0032945;0.0782;0.0014742;0
-0.00022162;1;-0.0033078;0.0782;0.0014769;0
-0.00022251;1;-0.003321;0.0782;0.0014796;0
-0.0002234;1;-0.0033343;0.0782;0.0014823;0
-0.00022428;1;-0.0033476;0.0782;0.001485;0
-0.00022517;1;-0.0033608;0.0782;0.0014877;0
-0.00022606;1;-0.0033741;0.0782;0.0014904;0
-0.00022695;1;-0.0033874;0.0782;0.0014931;0
-0.00022784;1;-0.0034006;0.0782;0.0014958;0
-0.00022873;1;-0.0034139;0.0782;0.0014985;0
-0.00022962;1;-0.0034272;0.0782;0.0015012;0
-0.00023051;1;-0.0034404;0.0782;0.0015039;0
-0.0002314;1;-0.0034537;0.0782;0.0015066;0
-0.00023229;1;-0.003467;0.0782;0.0015093;0
-0.00023317;1;-0.0034803;0.0782;0.001512;0
-0.00023406;1;-0.0034935;0.0782;0.0015147;0
-0.00023495;1;-0.0035068;0.0782;0.0015174;0
-0.00023584;1;-0.0035201;0.0782;0.0015201;0
-0.00023673;1;-0.0035333;0.0782;0.0015228;0
-0.00023762;1;-0.0035466;0.0782;0.0015255;0
-0.00023851;1;-0.0035599;0.0782;0.0015282;0
-0.0002394;1;-0.0035731;0.0782;0.0015309;0
-0.00024029;1;-0.0035864;0.0782;0.0015336;0
-0.00024118;1;-0.0035997;0.0782;0.0015363;0
-0.00024207;1;-0.003613;0.0782;0.001539;0
-0.00024295;1;-0.0036262;0.0782;0.0015417;0
-0.00024384;1;-0.0036395;0.0782;0.0015444;0
-0.00024473;1;-0.0036528;0.0782;0.0015471;0
-0.00024562;1;-0.003666;0.0782;0.0015498;0
-0.00024651;1;-0.0036793;0.0782;0.0015525;0
-0.0002474;1;-0.0036926;0.0782;0.0015552;0
-0.00024829;1;-0.0037058;0.0782;0.0015579;0
-0.00024918;1;-0.0037191;0.0782;0.0015606;0
-0.00025007;1;-0.0037324;0.0782;0.0015633;0
-0.00025096;1;-0.0037456;0.0782;0.001566;0
-0.00025184;1;-0.0037589;0.0782;0.0015687;0
-0.00025273;1;-0.0037722;0.0782;0.0015714;0
-0.00025362;1;-0.0037855;0.0782;0.0015741;0
-0.00025451;1;-0.0037987;0.0782;0.0015768;0
-0.0002554;1;-0.003812;0.0782;0.0015795;0
-0.00025629;1;-0.0038253;0.0782;0.0015822;0
-0.00025718;1;-0.0038385;0.0782;0.0015849;0
-0.00025807;1;-0.0038518;0.0782;0.0015876;0
-0.00025896;1;-0.0038651;0.0782;0.0015903;0
-0.00025985;1;-0.0038783;0.0782;0.001593;0
-0.00026074;1;-0.0038916;0.0782;0.0015957;0
-0.00026162;1;-0.0039049;0.0782;0.0015984;0
-0.00026255;1;-0.0039187;0.0782;0.0016011;0
-0.00026353;1;-0.0039334;0.0782;0.0016038;0
-0.00026452;1;-0.003948;0.0782;0.0016065;0
-0.0002655;1;-0.0039627;0.0782;0.0016092;0
-0.00026648;1;-0.0039774;0.0782;0.0016119;0
-0.00026747;1;-0.0039921;0.0782;0.0016146;0
-0.00026845;1;-0.0040068;0.0782;0.0016173;0
-0.00026943;1;-0.0040214;0.0782;0.00162;0
-0.00027042;1;-0.0040361;0.0782;0.0016227;0
-0.0002714;1;-0.0040508;0.0782;0.0016254;0
-0.00027238;1;-0.0040655;0.0782;0.0016281;0
-0.00027337;1;-0.0040802;0.0782;0.0016308;0
-0.00027435;1;-0.0040948;0.0782;0.0016335;0
-0.00027533;1;-0.0041095;0.0782;0.0016362;0
-0.00027632;1;-0.0041242;0.0782;0.0016389;0
-0.0002773;1;-0.0041389;0.0782;0.0016416;0
-0.00027828;1;-0.0041535;0.0782;0.0016443;0
-0.00027927;1;-0.0041682;0.0782;0.001647;0
-0.00028025;1;-0.0041829;0.0782;0.0016497;0
-0.00028124;1;-0.0041976;0.0782;0.0016524;0
-0.00028222;1;-0.0042123;0.0782;0.0016551;0
-0.0002832;1;-0.0042269;0.0782;0.0016578;0
-0.00028419;1;-0.0042416;0.0782;0.0016605;0
-0.00028517;1;-0.0042563;0.0782;0.0016632;0
-0.00028615;1;-0.004271;0.0782;0.0016659;0
-0.00028714;1;-0.0042857;0.0782;0.0016686;0
-0.00028812;1;-0.0043003;0.0782;0.0016713;0
-0.0002891;1;-0.004315;0.0782;0.001674;0
-0.00029009;1;-0.0043297;0.0782;0.0016767;0
-0.00029107;1;-0.0043444;0.0782;0.0016794;0
-0.00029205;1;-0.0043591;0.0782;0.0016821;0
-0.00029304;1;-0.0043737;0.0782;0.0016848;0
-0.00029402;1;-0.0043884;0.0782;0.0016875;0
-0.000295;1;-0.0044031;0.0782;0.0016902;0
-0.00029599;1;-0.0044178;0.0782;0.0016929;0
-0.00029697;1;-0.0044325;0.0782;0.0016956;0
-0.00029795;1;-0.0044471;0.0782;0.0016983;0
-0.00029894;1;-0.0044618;0.0782;0.001701;0
-0.00029992;1;-0.0044765;0.0782;0.0017037;0
-0.00030091;1;-0.0044912;0.0782;0.0017064;0
-0.00030189;1;-0.0045059;0.0782;0.0017091;0
-0.00030287;1;-0.0045205;0.0782;0.0017118;0
-0.00030386;1;-0.0045352;0.0782;0.0017145;0
-0.00030484;1;-0.0045499;0.0782;0.0017172;0
-0.00030582;1;-0.0045646;0.0782;0.0017199;0
-0.00030681;1;-0.0045793;0.0782;0.0017226;0
-0.00030779;1;-0.0045939;0.0782;0.0017253;0
-0.00030877;1;-0.0046086;0.0782;0.001728;0
-0.00030976;1;-0.0046233;0.0782;0.0017307;0
-0.00031074;1;-0.004638;0.0782;0.0017334;0
-0.00031183;1;-0.0046543;0.0782;0.0017361;0
-0.00031293;1;-0.0046706;0.0782;0.0017388;0
-0.00031402;1;-0.0046869;0.0782;0.0017415;0
-0.00031511;1;-0.0047032;0.0782;0.0017442;0
-0.00031621;1;-0.0047195;0.0782;0.0017469;0
-0.0003173;1;-0.0047359;0.0782;0.0017496;0
-0.00031839;1;-0.0047522;0.0782;0.0017523;0
-0.00031949;1;-0.0047685;0.0782;0.001755;0
-0.00032058;1;-0.0047848;0.0782;0.0017577;0
-0.00032167;1;-0.0048011;0.0782;0.0017604;0
-0.00032277;1;-0.0048174;0.0782;0.0017631;0
-0.00032386;1;-0.0048338;0.0782;0.0017658;0
-0.00032495;1;-0.0048501;0.0782;0.0017685;0
-0.00032605;1;-0.0048664;0.0782;0.0017712;0
-0.00032714;1;-0.0048827;0.0782;0.0017739;0
-0.00032823;1;-0.004899;0.0782;0.0017766;0
-0.00032933;1;-0.0049153;0.0782;0.0017793;0
-0.00033042;1;-0.0049317;0.0782;0.001782;0
-0.00033151;1;-0.004948;0.0782;0.0017847;0
-0.0003326;1;-0.0049643;0.0782;0.0017874;0
-0.0003337;1;-0.0049806;0.0782;0.0017901;0
-0.00033479;1;-0.0049969;0.0782;0.0017928;0
-0.00033588;1;-0.0050133;0.0782;0.0017955;0
-0.00033698;1;-0.0050296;0.0782;0.0017982;0
-0.00033807;1;-0.0050459;0.0782;0.0018009;0
-0.00033916;1;-0.0050622;0.0782;0.0018036;0
-0.00034026;1;-0.0050785;0.0782;0.0018063;0
-0.00034135;1;-0.0050948;0.0782;0.001809;0
-0.00034244;1;-0.0051112;0.0782;0.0018117;0
-0.00034354;1;-0.0051275;0.0782;0.0018144;0
-0.00034463;1;-0.0051438;0.0782;0.0018171;0
-0.00034572;1;-0.0051601;0.0782;0.0018198;0
-0.00034682;1;-0.0051764;0.0782;0.0018225;0
-0.00034791;1;-0.0051927;0.0782;0.0018252;0
-0.000349;1;-0.0052091;0.0782;0.0018279;0
-0.0003501;1;-0.0052254;0.0782;0.0018306;0
-0.00035119;1;-0.0052417;0.0782;0.0018333;0
-0.00035228;1;-0.005258;0.0782;0.001836;0
-0.00035338;1;-0.0052743;0.0782;0.0018387;0
-0.00035447;1;-0.0052907;0.0782;0.0018414;0
-0.00035556;1;-0.005307;0.0782;0.0018441;0
-0.00035666;1;-0.0053233;0.0782;0.0018468;0
-0.00035775;1;-0.0053396;0.0782;0.0018495;0
-0.00035884;1;-0.0053559;0.0782;0.0018522;0
-0.00035994;1;-0.0053722;0.0782;0.0018549;0
-0.00036103;1;-0.0053886;0.0782;0.0018576;0
-0.00036212;1;-0.0054049;0.0782;0.0018603;0
-0.00036322;1;-0.0054212;0.0782;0.001863;0
-0.00036431;1;-0.0054375;0.0782;0.0018657;0
-0.00036548;1;-0.005455;0.0782;0.0018684;0
-0.00036671;1;-0.0054733;0.0782;0.0018711;0
-0.00036794;1;-0.0054916;0.0782;0.0018738;0
-0.00036916;1;-0.00551;0.0782;0.0018765;0
-0.00037039;1;-0.0055283;0.0782;0.0018792;0
-0.00037162;1;-0.0055466;0.0782;0.0018819;0
-0.00037284;1;-0.0055649;0.0782;0.0018846;0
-0.00037407;1;-0.0055832;0.0782;0.0018873;0
-0.0003753;1;-0.0056015;0.0782;0.00189;0
-0.00037652;1;-0.0056198;0.0782;0.0018927;0
-0.00037775;1;-0.0056381;0.0782;0.0018954;0
-0.00037898;1;-0.0056564;0.0782;0.0018981;0
-0.0003802;1;-0.0056747;0.0782;0.0019008;0
-0.00038143;1;-0.005693;0.0782;0.0019035;0
-0.00038266;1;-0.0057114;0.0782;0.0019062;0
-0.00038388;1;-0.0057297;0.0782;0.0019089;0
-0.00038511;1;-0.005748;0.0782;0.0019116;0
-0.00038634;1;-0.0057663;0.0782;0.0019143;0
-0.00038756;1;-0.0057846;0.0782;0.001917;0
-0.00038879;1;-0.0058029;0.0782;0.0019197;0
-0.00039002;1;-0.0058212;0.0782;0.0019224;0
-0.00039124;1;-0.0058395;0.0782;0.0019251;0
-0.00039247;1;-0.0058578;0.0782;0.0019278;0
-0.0003937;1;-0.0058761;0.0782;0.0019305;0
-0.00039492;1;-0.0058944;0.0782;0.0019332;0
-0.00039615;1;-0.0059127;0.0782;0.0019359;0
-0.00039738;1;-0.0059311;0.0782;0.0019386;0
-0.0003986;1;-0.0059494;0.0782;0.0019413;0
-0.00039983;1;-0.0059677;0.0782;0.001944;0
-0.00040106;1;-0.005986;0.0782;0.0019467;0
-0.00040228;1;-0.0060043;0.0782;0.0019494;0
-0.00040351;1;-0.0060226;0.0782;0.0019521;0
-0.00040474;1;-0.0060409;0.0782;0.0019548;0
-0.00040596;1;-0.0060592;0.0782;0.0019575;0
-0.00040719;1;-0.0060775;0.0782;0.0019602;0
-0.00040842;1;-0.0060958;0.0782;0.0019629;0
-0.00040964;1;-0.0061141;0.0782;0.0019656;0
-0.00041087;1;-0.0061325;0.0782;0.0019683;0
-0.0004121;1;-0.0061508;0.0782;0.001971;0
-0.00041332;1;-0.0061691;0.0782;0.0019737;0
-0.00041455;1;-0.0061874;0.0782;0.0019764;0
-0.00041578;1;-0.0062057;0.0782;0.0019791;0
-0.000417;1;-0.006224;0.0782;0.0019818;0
-0.00041823;1;-0.0062423;0.0782;0.0019845;0
-0.00041946;1;-0.0062606;0.0782;0.0019872;0
-0.00042068;1;-0.0062789;0.0782;0.0019899;0
-0.00042191;1;-0.0062972;0.0782;0.0019926;0
-0.00042314;1;-0.0063155;0.0782;0.0019953;0
-0.00042436;1;-0.0063338;0.0782;0.001998;0
-0.00042563;1;-0.0063527;0.0782;0.0020007;0
-0.00042702;1;-0.0063735;0.0782;0.0020034;0
-0.00042842;1;-0.0063944;0.0782;0.0020061;0
-0.00042981;1;-0.0064152;0.0782;0.0020088;0
-0.00043121;1;-0.006436;0.0782;0.0020115;0
-0.0004326;1;-0.0064568;0.0782;0.0020142;0
-0.000434;1;-0.0064776;0.0782;0.0020169;0
-0.00043539;1;-0.0064985;0.0782;0.0020196;0
-0.00043679;1;-0.0065193;0.0782;0.0020223;0
-0.00043818;1;-0.0065401;0.0782;0.002025;0
-0.00043958;1;-0.0065609;0.0782;0.0020277;0
-0.00044097;1;-0.0065818;0.0782;0.0020304;0
-0.00044237;1;-0.0066026;0.0782;0.0020331;0
-0.00044376;1;-0.0066234;0.0782;0.0020358;0
-0.00044516;1;-0.0066442;0.0782;0.0020385;0
-0.00044655;1;-0.006665;0.0782;0.0020412;0
-0.00044795;1;-0.0066859;0.0782;0.0020439;0
-0.00044934;1;-0.0067067;0.0782;0.0020466;0
-0.00045074;1;-0.0067275;0.0782;0.0020493;0
-0.00045213;1;-0.0067483;0.0782;0.002052;0
-0.00045353;1;-0.0067692;0.0782;0.0020547;0
-0.00045492;1;-0.00679;0.0782;0.0020574;0
-0.00045632;1;-0.0068108;0.0782;0.0020601;0
-0.00045771;1;-0.0068316;0.0782;0.0020628;0
-0.00045911;1;-0.0068524;0.0782;0.0020655;0
-0.0004605;1;-0.0068733;0.0782;0.0020682;0
-0.0004619;1;-0.0068941;0.0782;0.0020709;0
-0.00046329;1;-0.0069149;0.0782;0.0020736;0
-0.00046469;1;-0.0069357;0.0782;0.0020763;0
-0.00046608;1;-0.0069566;0.0782;0.002079;0
-0.00046748;1;-0.0069774;0.0782;0.0020817;0
-0.00046887;1;-0.0069982;0.0782;0.0020844;0
-0.00047027;1;-0.007019;0.0782;0.0020871;0
-0.00047166;1;-0.0070398;0.0782;0.0020898;0
-0.00047306;1;-0.0070607;0.0782;0.0020925;0
-0.00047445;1;-0.0070815;0.0782;0.0020952;0
-0.00047585;1;-0.0071023;0.0782;0.0020979;0
-0.00047725;1;-0.0071231;0.0782;0.0021006;0
-0.00047864;1;-0.007144;0.0782;0.0021033;0
-0.00048004;1;-0.0071648;0.0782;0.002106;0
-0.00048143;1;-0.0071856;0.0782;0.0021087;0
-0.00048283;1;-0.0072064;0.0782;0.0021114;0
-0.00048422;1;-0.0072272;0.0782;0.0021141;0
-0.00048562;1;-0.0072481;0.0782;0.0021168;0
-0.00048701;1;-0.0072689;0.0782;0.0021195;0
-0.00048841;1;-0.0072897;0.0782;0.0021222;0
-0.0004898;1;-0.0073105;0.0782;0.0021249;0
-0.0004912;1;-0.0073314;0.0782;0.0021276;0
-0.00049259;1;-0.0073522;0.0782;0.0021303;0
-0.00049399;1;-0.007373;0.0782;0.002133;0
-0.00049556;1;-0.0073966;0.0782;0.0021357;0
-0.00049718;1;-0.0074206;0.0782;0.0021384;0
-0.00049879;1;-0.0074447;0.0782;0.0021411;0
-0.0005004;1;-0.0074688;0.0782;0.0021438;0
-0.00050202;1;-0.0074929;0.0782;0.0021465;0
-0.00050363;1;-0.007517;0.0782;0.0021492;0
-0.00050525;1;-0.0075411;0.0782;0.0021519;0
-0.00050686;1;-0.0075651;0.0782;0.0021546;0
-0.00050847;1;-0.0075892;0.0782;0.0021573;0
-0.00051009;1;-0.0076133;0.0782;0.00216;0
-0.0005117;1;-0.0076374;0.0782;0.0021627;0
-0.00051331;1;-0.0076615;0.0782;0.0021654;0
-0.00051493;1;-0.0076856;0.0782;0.0021681;0
-0.00051654;1;-0.0077097;0.0782;0.0021708;0
-0.00051816;1;-0.0077337;0.0782;0.0021735;0
-0.00051977;1;-0.0077578;0.0782;0.0021762;0
-0.00052138;1;-0.0077819;0.0782;0.0021789;0
-0.000523;1;-0.007806;0.0782;0.0021816;0
-0.00052461;1;-0.0078301;0.0782;0.0021843;0
-0.00052622;1;-0.0078542;0.0782;0.002187;0
-0.00052784;1;-0.0078783;0.0782;0.0021897;0
-0.00052945;1;-0.0079023;0.0782;0.0021924;0
-0.00053107;1;-0.0079264;0.0782;0.0021951;0
-0.00053268;1;-0.0079505;0.0782;0.0021978;0
-0.00053429;1;-0.0079746;0.0782;0.0022005;0
-0.00053591;1;-0.0079987;0.0782;0.0022032;0
-0.00053752;1;-0.0080228;0.0782;0.0022059;0
-0.00053913;1;-0.0080469;0.0782;0.0022086;0
-0.00054075;1;-0.0080709;0.0782;0.0022113;0
-0.00054236;1;-0.008095;0.0782;0.002214;0
-0.00054398;1;-0.0081191;0.0782;0.0022167;0
-0.00054559;1;-0.0081432;0.0782;0.0022194;0
-0.0005472;1;-0.0081673;0.0782;0.0022221;0
-0.00054882;1;-0.0081914;0.0782;0.0022248;0
-0.00055043;1;-0.0082155;0.0782;0.0022275;0
-0.00055204;1;-0.0082395;0.0782;0.0022302;0
-0.00055366;1;-0.0082636;0.0782;0.0022329;0
-0.00055527;1;-0.0082877;0.0782;0.0022356;0
-0.00055688;1;-0.0083118;0.0782;0.0022383;0
-0.0005585;1;-0.0083359;0.0782;0.002241;0
-0.00056011;1;-0.00836;0.0782;0.0022437;0
-0.00056173;1;-0.0083841;0.0782;0.0022464;0
-0.00056334;1;-0.0084081;0.0782;0.0022491;0
-0.00056495;1;-0.0084322;0.0782;0.0022518;0
-0.00056657;1;-0.0084563;0.0782;0.0022545;0
-0.00056818;1;-0.0084804;0.0782;0.0022572;0
-0.00056979;1;-0.0085045;0.0782;0.0022599;0
-0.00057141;1;-0.0085286;0.0782;0.0022626;0
-0.00057302;1;-0.0085527;0.0782;0.0022653;0
-0.00057477;1;-0.0085787;0.0782;0.002268;0
-0.00057667;1;-0.0086071;0.0782;0.0022707;0
-0.00057857;1;-0.0086355;0.0782;0.0022734;0
-0.00058047;1;-0.0086639;0.0782;0.0022761;0
-0.00058238;1;-0.0086923;0.0782;0.0022788;0
-0.00058428;1;-0.0087207;0.0782;0.0022815;0
-0.00058618;1;-0.0087491;0.0782;0.0022842;0
-0.00058809;1;-0.0087775;0.0782;0.0022869;0
-0.00058999;1;-0.0088059;0.0782;0.0022896;0
-0.00059189;1;-0.0088343;0.0782;0.0022923;0
-0.00059379;1;-0.0088627;0.0782;0.002295;0
-0.0005957;1;-0.0088911;0.0782;0.0022977;0
-0.0005976;1;-0.0089195;0.0782;0.0023004;0
-0.0005995;1;-0.0089479;0.0782;0.0023031;0
-0.0006014;1;-0.0089763;0.0782;0.0023058;0
-0.00060331;1;-0.0090047;0.0782;0.0023085;0
-0.00060521;1;-0.0090331;0.0782;0.0023112;0
-0.00060711;1;-0.0090615;0.0782;0.0023139;0
-0.00060902;1;-0.0090899;0.0782;0.0023166;0
-0.00061092;1;-0.0091183;0.0782;0.0023193;0
-0.00061282;1;-0.0091467;0.0782;0.002322;0
-0.00061472;1;-0.0091751;0.0782;0.0023247;0
-0.00061663;1;-0.0092035;0.0782;0.0023274;0
-0.00061853;1;-0.0092319;0.0782;0.0023301;0
-0.00062043;1;-0.0092603;0.0782;0.0023328;0
-0.00062234;1;-0.0092887;0.0782;0.0023355;0
-0.00062424;1;-0.0093171;0.0782;0.0023382;0
-0.00062614;1;-0.0093455;0.0782;0.0023409;0
-0.00062804;1;-0.0093739;0.0782;0.0023436;0
-0.00062995;1;-0.0094023;0.0782;0.0023463;0
-0.00063185;1;-0.0094307;0.0782;0.002349;0
-0.00063375;1;-0.0094591;0.0782;0.0023517;0
-0.00063565;1;-0.0094875;0.0782;0.0023544;0
-0.00063756;1;-0.0095159;0.0782;0.0023571;0
-0.00063946;1;-0.0095443;0.0782;0.0023598;0
-0.00064136;1;-0.0095727;0.0782;0.0023625;0
-0.00064327;1;-0.0096011;0.0782;0.0023652;0
-0.00064517;1;-0.0096295;0.0782;0.0023679;0
-0.00064707;1;-0.0096579;0.0782;0.0023706;0
-0.00064897;1;-0.0096863;0.0782;0.0023733;0
-0.00065088;1;-0.0097147;0.0782;0.002376;0
-0.00065278;1;-0.0097431;0.0782;0.0023787;0
-0.00065468;1;-0.0097715;0.0782;0.0023814;0
-0.00065659;1;-0.0097999;0.0782;0.0023841;0
-0.00065849;1;-0.0098283;0.0782;0.0023868;0
-0.00066039;1;-0.0098567;0.0782;0.0023895;0
-0.00066229;1;-0.0098851;0.0782;0.0023922;0
-0.0006642;1;-0.0099135;0.0782;0.0023949;0
-0.0006661;1;-0.0099419;0.0782;0.0023976;0
-0.00066803;0.99975;-0.0099707;0.0782;0.0024003;0
-0.00067032;0.99598;-0.010005;0.0782;0.002403;0
-0.0006726;0.99221;-0.010039;0.0782;0.0024057;0
-0.00067489;0.98843;-0.010073;0.0782;0.0024084;0
-0.00067718;0.98466;-0.010107;0.0782;0.0024111;0
-0.00067947;0.98088;-0.010141;0.0782;0.0024138;0
-0.00068176;0.97711;-0.010176;0.0782;0.0024165;0
-0.00068404;0.97333;-0.01021;0.0782;0.0024192;0
-0.00068633;0.96956;-0.010244;0.0782;0.0024219;0
-0.00068862;0.96578;-0.010278;0.0782;0.0024246;0
-0.00069091;0.96201;-0.010312;0.0782;0.0024273;0
-0.0006932;0.95823;-0.010346;0.0782;0.00243;0
-0.00069548;0.95446;-0.01038;0.0782;0.0024327;0
-0.00069777;0.95068;-0.010415;0.0782;0.0024354;0
-0.00070006;0.94691;-0.010449;0.0782;0.0024381;0
-0.00070235;0.94313;-0.010483;0.0782;0.0024408;0
-0.00070464;0.93936;-0.010517;0.0782;0.0024435;0
-0.00070692;0.93558;-0.010551;0.0782;0.0024462;0
-0.00070921;0.93181;-0.010585;0.0782;0.0024489;0
-0.0007115;0.92803;-0.01062;0.0782;0.0024516;0
-0.00071379;0.92426;-0.010654;0.0782;0.0024543;0
-0.00071608;0.92049;-0.010688;0.0782;0.002457;0
-0.00071836;0.91671;-0.010722;0.0782;0.0024597;0
-0.00072065;0.91294;-0.010756;0.0782;0.0024624;0
-0.00072294;0.90916;-0.01079;0.0782;0.0024651;0
-0.00072523;0.90539;-0.010824;0.0782;0.0024678;0
-0.00072752;0.90161;-0.010859;0.0782;0.0024705;0
-0.00072981;0.89784;-0.010893;0.0782;0.0024732;0
-0.00073209;0.89406;-0.010927;0.0782;0.0024759;0
-0.00073438;0.89029;-0.010961;0.0782;0.0024786;0
-0.00073667;0.88651;-0.010995;0.0782;0.0024813;0
-0.00073896;0.88274;-0.011029;0.0782;0.002484;0
-0.00074125;0.87896;-0.011063;0.0782;0.0024867;0
-0.00074353;0.87519;-0.011098;0.0782;0.0024894;0
-0.00074582;0.87141;-0.011132;0.0782;0.0024921;0
-0.00074811;0.86764;-0.011166;0.0782;0.0024948;0
-0.0007504;0.86386;-0.0112;0.0782;0.0024975;0
-0.00075269;0.86009;-0.011234;0.0782;0.0025002;0
-0.00075497;0.85631;-0.011268;0.0782;0.0025029;0
