UGY;VOF;u/u_av;Points:0;Points:1;Points:2
-0.00075726;0.85254;-0.011303;0.0782;0.0025056;0
-0.00075955;0.84877;-0.011337;0.0782;0.0025083;0
-0.00076184;0.84499;-0.011371;0.0782;0.002511;0
-0.00076413;0.84122;-0.011405;0.0782;0.0025137;0
-0.00076641;0.83744;-0.011439;0.0782;0.0025164;0
-0.0007687;0.83367;-0.011473;0.0782;0.0025191;0
-0.00077099;0.82989;-0.011507;0.0782;0.0025218;0
-0.00077328;0.82612;-0.011542;0.0782;0.0025245;0
-0.00077557;0.82234;-0.011576;0.0782;0.0025272;0
-0.00077786;0.81857;-0.01161;0.0782;0.0025299;0
-0.00078014;0.81479;-0.011644;0.0782;0.0025326;0
-0.00078265;0.8067;-0.011682;0.0782;0.0025353;0
-0.00078527;0.79658;-0.011721;0.0782;0.002538;0
-0.00078789;0.78645;-0.01176;0.0782;0.0025407;0
-0.0007905;0.77633;-0.011799;0.0782;0.0025434;0
-0.00079312;0.7662;-0.011838;0.0782;0.0025461;0
-0.00079574;0.75608;-0.011877;0.0782;0.0025488;0
-0.00079835;0.74596;-0.011916;0.0782;0.0025515;0
-0.00080097;0.73583;-0.011955;0.0782;0.0025542;0
-0.00080359;0.72571;-0.011994;0.0782;0.0025569;0
-0.0008062;0.71558;-0.012033;0.0782;0.0025596;0
-0.00080882;0.70546;-0.012072;0.0782;0.0025623;0
-0.00081144;0.69533;-0.012111;0.0782;0.002565;0
-0.00081405;0.68521;-0.01215;0.0782;0.0025677;0
-0.00081667;0.67508;-0.012189;0.0782;0.0025704;0
-0.00081929;0.66496;-0.012228;0.0782;0.0025731;0
-0.0008219;0.65484;-0.012267;0.0782;0.0025758;0
-0.00082452;0.64471;-0.012306;0.0782;0.0025785;0
-0.00082714;0.63459;-0.012345;0.0782;0.0025812;0
-0.00082975;0.62446;-0.012385;0.0782;0.0025839;0
-0.00083237;0.61434;-0.012424;0.0782;0.0025866;0
-0.00083499;0.60421;-0.012463;0.0782;0.0025893;0
-0.0008376;0.59409;-0.012502;0.0782;0.002592;0
-0.00084022;0.58396;-0.012541;0.0782;0.0025947;0
-0.00084284;0.57384;-0.01258;0.0782;0.0025974;0
-0.00084545;0.56371;-0.012619;0.0782;0.0026001;0
-0.00084807;0.55359;-0.012658;0.0782;0.0026028;0
-0.00085069;0.54347;-0.012697;0.0782;0.0026055;0
-0.0008533;0.53334;-0.012736;0.0782;0.0026082;0
-0.00085592;0.52322;-0.012775;0.0782;0.0026109;0
-0.00085854;0.51309;-0.012814;0.0782;0.0026136;0
-0.00086115;0.50297;-0.012853;0.0782;0.0026163;0
-0.00086377;0.49284;-0.012892;0.0782;0.002619;0
-0.00086639;0.48272;-0.012931;0.0782;0.0026217;0
-0.000869;0.4726;-0.01297;0.0782;0.0026244;0
-0.00087162;0.46247;-0.013009;0.0782;0.0026271;0
-0.00087424;0.45235;-0.013048;0.0782;0.0026298;0
-0.00087685;0.44222;-0.013088;0.0782;0.0026325;0
-0.00087947;0.4321;-0.013127;0.0782;0.0026352;0
-0.00088209;0.42197;-0.013166;0.0782;0.0026379;0
-0.0008847;0.41185;-0.013205;0.0782;0.0026406;0
-0.00088732;0.40172;-0.013244;0.0782;0.0026433;0
-0.00088994;0.3916;-0.013283;0.0782;0.002646;0
-0.00089255;0.38147;-0.013322;0.0782;0.0026487;0
-0.00089517;0.37135;-0.013361;0.0782;0.0026514;0
-0.00089779;0.36123;-0.0134;0.0782;0.0026541;0
-0.0009004;0.3511;-0.013439;0.0782;0.0026568;0
-0.00090302;0.34098;-0.013478;0.0782;0.0026595;0
-0.00090564;0.33085;-0.013517;0.0782;0.0026622;0
-0.00090825;0.32073;-0.013556;0.0782;0.0026649;0
-0.00091089;0.31171;-0.013595;0.0782;0.0026676;0
-0.00091356;0.30536;-0.013635;0.0782;0.0026703;0
-0.00091623;0.29901;-0.013675;0.0782;0.002673;0
-0.00091891;0.29267;-0.013715;0.0782;0.0026757;0
-0.00092158;0.28632;-0.013755;0.0782;0.0026784;0
-0.00092425;0.27997;-0.013795;0.0782;0.0026811;0
-0.00092693;0.27362;-0.013835;0.0782;0.0026838;0
-0.0009296;0.26727;-0.013875;0.0782;0.0026865;0
-0.00093227;0.26092;-0.013915;0.0782;0.0026892;0
-0.00093495;0.25457;-0.013955;0.0782;0.0026919;0
-0.00093762;0.24822;-0.013994;0.0782;0.0026946;0
-0.00094029;0.24187;-0.014034;0.0782;0.0026973;0
-0.00094297;0.23552;-0.014074;0.0782;0.0027;0
